iter	Logloss
181	0.4132600665
182	0.4132023415
183	0.4131602995
184	0.41309303
185	0.4130277459
186	0.4129663326
187	0.4129284618
188	0.4128520577
189	0.4128132399
190	0.4128198952
191	0.4126868797
192	0.412676486
193	0.4125908927
194	0.4125914918
195	0.4124697877
196	0.4125233462
197	0.4124478713
198	0.4123832342
199	0.412321721
200	0.4122414101
201	0.4122655427
202	0.4121719533
203	0.4121937636
204	0.4121123964
205	0.4120569943
206	0.4120554079
207	0.4119496511
208	0.4119630281
209	0.4118751036
210	0.4118200568
211	0.4118328146
212	0.4117927222
213	0.4117419104
214	0.4117507156
215	0.4116476547
216	0.4116470885
217	0.4116339176
218	0.4115518585
219	0.411574088
220	0.4115358537
221	0.4114424559
222	0.4114627547
223	0.4114103129
224	0.411343363
225	0.4113698914
226	0.4113518482
227	0.4112751534
228	0.4112868095
229	0.4112972451
230	0.4112217799
231	0.4111607226
232	0.4111995097
233	0.4111430698
234	0.4110737248
235	0.4110801169
236	0.4110473381
237	0.4109657073
238	0.4109743763
239	0.4109747575
240	0.4109065966
241	0.4108767778
242	0.4108915305
243	0.4108894164
244	0.410826383
245	0.4107894696
246	0.4108199144
247	0.4108155873
248	0.4107659691
249	0.4107149028
250	0.410729091
251	0.4107358112
252	0.4106918305
253	0.4106473398
254	0.4106712001
255	0.4106772191
256	0.4106075192
257	0.4105592763
258	0.4105750766
259	0.4105893742
260	0.410611322
261	0.4105477879
262	0.410492496
263	0.4105328498
264	0.4105168108
265	0.4104833219
266	0.4104838037
267	0.4104308069
268	0.4104585653
269	0.4104392658
270	0.4104029082
271	0.4104024793
272	0.4103383624
273	0.4103412121
274	0.4103317214
275	0.4103480228
276	0.4102749442
277	0.4102391969
278	0.4102231944
279	0.4102663353
280	0.4102434931
281	0.4101776004
282	0.4101869347
283	0.4101395026
284	0.4101400301
285	0.4101601657
286	0.4101497644
287	0.4100849281
288	0.4100972223
289	0.4100450454
290	0.4100543433
291	0.4100780673
292	0.4100795876
293	0.4100141776
294	0.4100405792
295	0.4099691766
296	0.4100052503
297	0.4099986559
298	0.410007034
299	0.4100026436
300	0.4099370151
301	0.4099852107
302	0.4099120049
303	0.4099390805
304	0.4099452365
305	0.40993346
306	0.4099552625
307	0.40987029
308	0.4098745789
309	0.4098147701
310	0.4098224744
311	0.4098499599
312	0.4098437572
313	0.4098335473
314	0.409865541
315	0.4097900675
316	0.409795586
317	0.4097580084
318	0.4097546927
319	0.4097919779
320	0.4097957205
321	0.4097784796
322	0.4097895719
323	0.4097736517
324	0.4097209285
325	0.4097336328
326	0.4096737786
327	0.4096761005
328	0.4097115186
329	0.4097118733
330	0.4096921645
331	0.4096985938
332	0.4097129375
333	0.4096284296
334	0.4096451867
335	0.4096453229
336	0.4095965797
337	0.4096031274
338	0.4096065423
339	0.4096370425
340	0.4096154484
341	0.4096091457
342	0.4096369866
343	0.4096223688
344	0.409545074
345	0.4095490626
346	0.4095767395
347	0.4095237979
348	0.4095279778
349	0.4095645345
350	0.4095640787
351	0.4095582769
352	0.409525499
353	0.4095556168
354	0.4095746964
355	0.4095440861
356	0.4094862356
357	0.4095096503
358	0.4095006063
359	0.4094623276
360	0.4094449413
361	0.4094699134
362	0.4094740023
363	0.4094928087
364	0.4094783367
365	0.4094479177
366	0.4094782814
367	0.4094819332
368	0.4094677344
369	0.4093859133
370	0.4093863502
371	0.4094005483
372	0.4094082528
373	0.4093453478
374	0.4093278886
375	0.4093428062
376	0.4093400464
377	0.4093578783
378	0.4093488162
379	0.4093375136
380	0.4093229506
381	0.4093528772
382	0.409348979
383	0.4093430953
384	0.4092726494
385	0.4092856818
386	0.409289279
387	0.4092862642
388	0.4092737959
389	0.4092484316
390	0.4092439232
391	0.4092334221
392	0.4092595054
393	0.4092488495
394	0.4092602426
395	0.4092661075
396	0.4092434299
397	0.4092267996
398	0.4092178012
399	0.4092251598
400	0.4092519808
401	0.4092400226
402	0.4092248677
403	0.4091945216
404	0.4091579552
405	0.409159995
406	0.4091554138
407	0.409156807
408	0.4091500218
409	0.4091080274
410	0.4091046028
411	0.4091058959
412	0.4091308772
413	0.4091264782
414	0.4091162413
415	0.4091263138
416	0.409122953
417	0.4091044375
418	0.4090985084
419	0.409085512
420	0.409097825
421	0.409112005
422	0.4091016315
423	0.4090835076
424	0.409061677
425	0.4090577151
426	0.4090574599
427	0.4090191358
428	0.4090264307
429	0.4090157931
430	0.4090250916
431	0.4090113483
432	0.409033552
433	0.4089767763
434	0.408973206
435	0.4089785883
436	0.4089707558
437	0.4089927045
438	0.4089885878
439	0.4090058552
440	0.408971921
441	0.4089724217
442	0.4089774397
443	0.4089640062
444	0.4089476037
445	0.4089308823
446	0.4089263103
447	0.4089477125
448	0.4089418927
449	0.4089289055
450	0.4089490873
451	0.408945171
452	0.4089290689
453	0.4089000071
454	0.4088969742
455	0.408894169
456	0.4088577485
457	0.4088552347
458	0.4088710723
459	0.4088657353
460	0.4088596241
461	0.4088616367
462	0.4088544235
463	0.4088489499
464	0.4088444871
465	0.4088486582
466	0.4087946694
467	0.4087937313
468	0.4087976382
469	0.4087987492
470	0.4088116907
471	0.4088016816
472	0.4088138034
473	0.4088293678
474	0.4088191583
475	0.4088215079
476	0.4088252601
477	0.4087905608
478	0.4087803331
479	0.4087777283
480	0.4087771817
481	0.4087721635
482	0.4087407884
483	0.4087304788
484	0.4087392491
485	0.4087320723
486	0.408747154
487	0.4087317989
488	0.4087440847
489	0.4087329463
490	0.4087421993
491	0.4087240664
492	0.4087291755
493	0.4086928825
494	0.4086780829
495	0.4086862339
496	0.4086912702
497	0.4086887656
498	0.4086831098
499	0.4086801407
500	0.4086815797
501	0.4086560697
502	0.4086472264
503	0.4086557599
504	0.4086447945
505	0.4086502862
506	0.4086426815
507	0.4086232554
508	0.4086117618
509	0.4086307323
510	0.4086316248
511	0.4086261785
512	0.4086261784
513	0.4086216975
514	0.4086286828
515	0.4085825811
516	0.4085893206
517	0.4085890746
518	0.4085954223
519	0.4085980361
520	0.408597608
521	0.4086045386
522	0.4086006953
523	0.4085992471
524	0.4085918609
525	0.4086101121
526	0.4086038461
527	0.4086043561
528	0.4086015236
529	0.4085996474
530	0.4085915054
531	0.4086154213
532	0.4085730628
533	0.408562398
534	0.4085674525
535	0.4085716601
536	0.408546387
537	0.4085470245
538	0.4085561409
539	0.4085570607
540	0.4085366692
541	0.4085383814
542	0.4085403212
543	0.4085379896
544	0.4085383356
545	0.4085338001
546	0.408522088
547	0.4085220606
548	0.4085235177
549	0.4085223428
550	0.4085151752
551	0.4085197198
552	0.4085181077
553	0.4085195102
554	0.4085197834
555	0.4085226339
556	0.4085042461
557	0.4085196557
558	0.4085075793
559	0.408511459
560	0.4085252384
561	0.4085235626
562	0.4084972695
563	0.4085020873
564	0.4084930072
565	0.40849257
566	0.4084894643
567	0.4084811675
568	0.4084723424
569	0.4084819324
570	0.4084813404
571	0.4084865224
572	0.4084866408
573	0.4084857665
574	0.4084780889
575	0.4084842819
576	0.4084793457
577	0.4084702655
578	0.4084723875
579	0.4084695369
580	0.4084661762
581	0.4084693638
582	0.4084705113
583	0.4084190362
584	0.4084162858
585	0.408424783
586	0.4084257301
587	0.4084252565
588	0.4084231071
589	0.4084263129
590	0.4084355204
591	0.4084113129
592	0.4084122328
593	0.4084097009
594	0.4084112126
595	0.408410739
596	0.4084199739
597	0.408419646
598	0.4084180066
599	0.4084187808
600	0.4084134256
601	0.4084118773
602	0.4084151104
603	0.408423653
604	0.40842348
605	0.4084222414
606	0.4084228697
607	0.408416194
608	0.4084131794
609	0.4084066221
610	0.4084107841
611	0.4084070045
612	0.4084029882
613	0.40839848
614	0.4084054744
615	0.408399245
616	0.4084041174
617	0.4084042813
618	0.4084134706
619	0.4084127329
620	0.4084097274
621	0.4084086983
622	0.4084096727
623	0.4084173138
624	0.4083630793
625	0.4083630064
626	0.4083616585
627	0.4083669499
628	0.4083656019
629	0.4083640445
630	0.4083604016
631	0.4083593269
632	0.4083592084
633	0.4083566401
634	0.4083546001
635	0.4083547002
636	0.4083543541
637	0.4083426784
638	0.4083521774
639	0.4083525326
640	0.4083493541
641	0.4083481974
642	0.4083446364
643	0.4083457293
644	0.4083462302
645	0.4083472593
646	0.4083460935
647	0.4083460388
648	0.408343598
649	0.4083438804
650	0.4083421044
651	0.4083316673
652	0.4083537436
653	0.4083410388
654	0.4083358385
655	0.4083327875
656	0.4083323047
657	0.4083181519
658	0.4083177966
659	0.408319527
660	0.4083104196
661	0.4083066127
662	0.4083055198
663	0.4083097639
664	0.408306813
665	0.4083113576
666	0.4083131426
667	0.408313343
668	0.4083132793
669	0.4083114122
670	0.4083085707
671	0.4083107018
672	0.4083093266
673	0.4083070861
674	0.4083051371
675	0.4083070042
676	0.408293598
677	0.4082935434
678	0.4082925416
679	0.4082909659
680	0.4082911299
681	0.4083074685
682	0.4083073592
683	0.4083025961
684	0.408304372
685	0.4083007654
686	0.408299199
687	0.4083067581
688	0.4083044903
689	0.4083047727
690	0.4083036706
691	0.4082995905
692	0.4082981424
693	0.4082741718
694	0.4082936525
695	0.4082718221
696	0.4082706836
697	0.4082333615
698	0.4082702555
699	0.4082606381
700	0.4082317677
701	0.4082227787
702	0.4082218679
703	0.4082229426
704	0.4082227696
705	0.4082220592
706	0.4082185073
707	0.4082191175
708	0.4082177513
709	0.4082165583
710	0.4082151193
711	0.4082257476
712	0.4082257112
713	0.4082235618
714	0.4082217039
715	0.4082269862
716	0.4082261938
717	0.4082272047
718	0.4082223323
719	0.4082209934
720	0.4082253741
721	0.40821858
722	0.408217988
723	0.4082155473
724	0.4082154288
725	0.4082272411
726	0.408227487
727	0.4082109571
728	0.4082102649
729	0.4082245999
730	0.4082106201
731	0.408210702
732	0.4082100645
733	0.4082099552
734	0.40820858
735	0.4082036529
736	0.4082047458
737	0.4082032795
738	0.4082003014
739	0.4081999644
740	0.408205192
741	0.4082008296
742	0.4081981793
743	0.4081971957
744	0.4081965126
745	0.408198325
746	0.408194081
747	0.408193571
748	0.4081921411
749	0.40818756
750	0.4081871593
751	0.4081868223
752	0.4081843633
753	0.4081869862
754	0.4081868587
755	0.4081862304
756	0.4081854471
757	0.4081852468
758	0.4081832613
759	0.4081815309
760	0.4081797003
761	0.408178908
762	0.4081780701
763	0.4081787167
764	0.4081766675
765	0.4081763306
766	0.4081846547
767	0.4081827604
768	0.4081765764
769	0.4081739353
770	0.4081727149
771	0.4081718588
772	0.4081706931
773	0.4081720227
774	0.4081735072
775	0.4081683343
776	0.4081687805
777	0.408168061
778	0.4081668133
779	0.4081665492
780	0.4081657113
781	0.4081643452
782	0.4081655656
783	0.4081645546
784	0.4081630428
785	0.4081610665
786	0.4081638898
787	0.4081638807
788	0.4081611485
789	0.4081604927
790	0.4081605656
791	0.4081605929
792	0.4081578789
793	0.4081563852
794	0.4081567131
795	0.4081564217
796	0.4081560756
797	0.4081559116
798	0.4081535346
799	0.408152296
800	0.4081434892
801	0.4081430429
802	0.408152806
803	0.4081514946
804	0.4081430338
805	0.408154418
806	0.4081543634
807	0.4081482341
808	0.4081471139
809	0.4081524782
810	0.4081551648
811	0.4081369591
812	0.4081452196
813	0.4081425602
814	0.4081415129
815	0.4081319774
816	0.4081413034
817	0.4081408571
818	0.4081231979
819	0.4081309938
820	0.4081396458
821	0.4081296003
822	0.4081292634
823	0.4081275512
824	0.4081266951
825	0.4081251287
826	0.4081076697
827	0.4081240449
828	0.4081069867
829	0.4081069685
830	0.4081066042
831	0.4081042363
832	0.4081034803
833	0.4081034894
834	0.4081009667
835	0.4081040541
836	0.4081034895
837	0.4081027244
838	0.4081020414
839	0.4081019776
840	0.4081015678
841	0.4081002472
842	0.4081005386
843	0.4080978155
844	0.4080980888
845	0.4080983165
846	0.4080966953
847	0.4080966771
848	0.4080955022
849	0.4080951106
850	0.4080946188
851	0.4080932254
852	0.4080915496
853	0.4080895551
854	0.4080906936
855	0.4080903475
856	0.4080898192
857	0.4080906844
858	0.4080887628
859	0.4080892728
860	0.408088872
861	0.4080894003
862	0.4080882983
863	0.4080894641
864	0.4080869777
865	0.4080857482
866	0.4080868502
867	0.4080866043
868	0.4080858029
869	0.4080855388
870	0.4080861672
871	0.4080850834
872	0.4080834805
873	0.4080819231
874	0.4080828703
875	0.408083098
876	0.408081067
877	0.4080801654
878	0.4080819686
879	0.4080803566
880	0.4080792
881	0.4080768411
882	0.408077169
883	0.408077761
884	0.408077078
885	0.4080783986
886	0.4080766954
887	0.4080760488
888	0.4080766226
889	0.4080744914
890	0.4080727064
891	0.4080727429
892	0.4080725516
893	0.4080726426
894	0.4080696919
895	0.4080683622
896	0.4080688084
897	0.4080693185
898	0.4080681527
899	0.4080685534
900	0.4080670507
901	0.408067497
902	0.4080654842
903	0.4080629068
904	0.408062579
905	0.4080627702
906	0.4080592366
907	0.4080589178
908	0.4080563131
909	0.4080548468
910	0.4080565408
911	0.4080572785
912	0.408056559
913	0.4080560308
914	0.4080555663
915	0.4080535991
916	0.4080547102
917	0.4080525426
918	0.4080512402
919	0.4080523878
920	0.4080517685
921	0.4080504115
922	0.4080508487
923	0.4080488906
924	0.4080499015
925	0.4080500928
926	0.4080489088
927	0.4080492731
928	0.4080476884
929	0.4080465135
930	0.4080464407
931	0.4080504479
932	0.4080482986
933	0.4080477977
934	0.4080462494
935	0.4080479889
936	0.4080471875
937	0.4080467503
938	0.4080444462
939	0.4080436083
940	0.4080460127
941	0.4080443733
942	0.4080415591
943	0.4080426611
944	0.4080393733
945	0.4080398743
946	0.4080398378
947	0.4080456939
948	0.4080451019
949	0.4080445008
950	0.4080445464
951	0.4080440637
952	0.4080363588
953	0.4080329891
954	0.4080318051
955	0.4080305483
956	0.408030521
957	0.4080305119
958	0.4080302842
959	0.4080296375
960	0.4080283352
961	0.4080282259
962	0.4080287268
963	0.4080278889
964	0.4080271148
965	0.4080265046
966	0.4080266321
967	0.4080263953
968	0.4080268051
969	0.4080264408
970	0.4080252022
971	0.4080244645
972	0.408024501
973	0.408023909
974	0.4080225975
975	0.4080208489
976	0.4080204026
977	0.4080195283
978	0.4080189181
979	0.4080195648
980	0.4080179892
981	0.4080178435
982	0.4080179164
983	0.4080166231
984	0.4080163772
985	0.4080143189
986	0.4080139728
987	0.4080140002
988	0.4080136905
989	0.4080110129
990	0.408011441
991	0.4080112042
992	0.4080097834
993	0.4080094373
994	0.4080082989
995	0.4080075886
996	0.408007625
997	0.4080064593
998	0.4080080257
999	0.4080068053
